"createdAt","text"
"Sun Mar 16 19:36:46 +0000 2025","Modelagens focadas em longo prazo, evitam investir capital excessivos em coisas q medíocres, o exemplo que mostrei acima, alocou mais de 1 milhão de dólares na #AAPL ao longo do tempo, mas essa mesma configuração alocou apenas 10 mil em $NEM (uma empresa de baixíssimo retorno) https://t.co/YRW5qPxNXH"
"Sun Mar 16 19:00:01 +0000 2025","🔸 سهم #AAPL

تم اختراق مستوي مقاومه 210 لاعلي و الثبات اعلي المستوي بأيجابيه و الان السهم بدأ في مرحله تصحيح و تجميع سيوله يستهدف منها مستويات 258 - 271 دولار

#رمضان_كريم #السوق_الامريكي #الاسهم_السعودية #الأسهم_الأمريكية #العملات_الرقمية #XAUUSD #CryptoTrading #tradecrypto #Bitcoin #سهم_الباحه #USDJPY #Trump #الذهب #الفضة #النفط #السعودية #داو_جونز #رمضان #سهم_أرامكو"
"Sun Mar 16 18:06:03 +0000 2025","Another Donnie FAIL!

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Sun Mar 16 17:53:34 +0000 2025","@FameEXGlobal @Arenaweb3 @LiskHQ $AVS! #moonmission #cryptolife

#Metamask #SPX #Layer2 #ETHDenver2023 #Shiba $DXY #Polygon #AAPL"
"Sun Mar 16 17:22:47 +0000 2025","$AAPL is one of my first big time investment and I am sad to see how their financials are not looking great lately, but, I am still not selling. From my point of view they have a great moat and people are more than satisfied with their products.
#apple #aapl #valueinvesting"
"Sun Mar 16 16:41:10 +0000 2025","🐻على اليومي $AAPL #AAPL 
🎯تعثر واضح و كسر لمناطق قويه.. 
🩸 تفيد باستمرار #التراجع للبحث عن مناطق #الدعوم

#السوق_الامريكي 
https://t.co/hhRYA9wJYE https://t.co/fnCoHG2CU0"
"Sun Mar 16 15:29:33 +0000 2025","#SP500 $ES emini futures Daily Equilibrium Levels

For period starting Sunday March 16 at 6PM EST Globex Open thru Monday March 17 RTH session close at 4PM

ES Equilibrium High  5616.75
ES Equilibrium Low   5605.50

$NQ_F $ES_F #SP500 $SPX $SPY #SP500 #ES_F #SPX #SPY #AAPL $AAPL $TSLA #TSLA $META #META $AMZN #AMZN #daytrader #daytrading #trading #tradingtips #daytrade #trader #financialfreedom #stocks #stockmarket #investing #futures #futurestrading $SPY $QQQ $AAPL $TSLA $META $AMZN $DIA $NFLX $PLTR $NVDA $MSFT $GOOG $AMD"
"Sun Mar 16 15:14:28 +0000 2025","#Nasdaq $NQ emini futures Daily Equilibrium Levels

For period starting Sunday March 16 at 6PM EST Globex Open thru Monday March 17 RTH session close at 4PM

NQ Equilibrium High  19628.25
NQ Equilibrium Low   19569.00

$NQ_F $ES_F #SP500 $SPX $SPY #SP500 #ES_F #SPX #SPY #AAPL $AAPL $TSLA #TSLA $META #META $AMZN #AMZN #daytrader #daytrading #trading #tradingtips #daytrade #trader #financialfreedom #stocks #stockmarket #investing #futures #futurestrading $SPY $QQQ $AAPL $TSLA $META $AMZN $DIA $NFLX $PLTR $NVDA $MSFT $GOOG $AMD"
"Sun Mar 16 14:54:30 +0000 2025","Long term indications for each of the stocks in the Dow 30 as of 3-16-2025 are:                                                

New trades:  Sell #AAPL, #Sell #CSCO, Sell #IBM, Sell #V.    

11 Long, 19 Short                                          

1. #AMZN: Short                        
2. #AXP: Short    
3. #AMGN: Long                       
4. #AAPL: Long: Sell #AAPL (Loss of -$32.06)                       
5. #BA: Short                      
6. #CAT: Short                       
7. #CSCO: Long: Sell #CSCO (Loss of -10 cents)                       
8. #CVX: Long                        
9. #GS: Short                     
10. #HD: Short                     
11. #HON: Short                       
12. #IBM: Long: Sell #IBM (Loss of -$7.35)                       
13. #NVDA: Short                        
14. #JNJ: Long                       
15. #KO : Long                        
16. #JPM: Short                        
17. #MCD : Long                        
18. #MMM: Long                        
19: #MRK : Short                       
20. #MSFT: Short                        
21. #NKE: Long                       
22. #PG : Long                     
23. #TRV: Long                       
24. #UNH: Short                       
25. #CRM: Short                        
26. #VZ: Long                    
27. #V : Long: Sell #V (Gain of +$1.60)         
28. #WMT: Short                       
29. #DIS : Short          
30. #Dow: Long1182"
"Sun Mar 16 14:00:08 +0000 2025","AAPL faces headwinds despite new iPhone; expect price decrease. #AAPL #techstocks"
"Sun Mar 16 13:05:47 +0000 2025","A Apple está desenvolvendo um recurso inovador: tradução de conversas ao vivo para AirPods. Isso pode revolucionar a forma de comunicação global, eliminando as barreiras linguísticas. A tecnologia da maior empresa do mundo é impressionante! #Apple #AAPL #AAPL34"
"Sun Mar 16 13:03:37 +0000 2025","#COST 87.65% #FTNT 69.59% #AAPL 69.14% #NVO 37.23% #WMT 36.01% #METR 33.62% #MA 32.88% #UBER 31.36% #DELL 30.56% 
Una idea más"
"Sun Mar 16 12:25:26 +0000 2025","Crypto Daily : 

#BTCUSD  Bitcoin drop to $82,512.64

#ETHUSDT  Ethereum now at $1,876.40

#TSLA Tesla at $249.98

#AMZN Amazon also at $197.95

#AAPL  Apple  at $213.49"
"Sun Mar 16 12:02:12 +0000 2025","$AAPL testing a key demand zone around 206-208. Holding this level could trigger a bounce, but if it fails, next downside target is 196. Watching for confirmation. 📉📊 #AAPL #StockMarket #Trading https://t.co/0oCilYYu3K"
"Sun Mar 16 11:36:32 +0000 2025","THE MAGNIFICENT SEVEN + PINS: (March 14, 2025): Downtrend if  MACD 30,57,27, TRIX,  MA8-21 are red. Uptrend when they change to dark blue. #SPX #SP500 #SPX500 #NYSE #NASDAQ100 #NASDAQ #Stocks #QQQ #dowjones #arkk #META  #TSLA #MSFT #AAPL #AMZN #NVDA #GOOGL #PINS #BRK #X #uber https://t.co/RSIDOtubVK"
"Sun Mar 16 11:31:57 +0000 2025","@CCM_Brett Didn’t see that coming.  Sell Apple and buy pizza.  #aapl"
"Sun Mar 16 08:12:20 +0000 2025","Worthless jets when Donnie disables their functions when he invades #Canada!

#oott #com #NaturalGas #ongt #oil #gas #DonaldTrump #Trump #ElonMusk #Tesla #Dogecoin $TSLA #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump #tariffs"
"Sun Mar 16 08:02:40 +0000 2025","Wedbush：「AppleのAI戦略と製品成長はこれから本格化」—売りのタイミングではない｜Market Pro Analysis @marketpro777 #note https://t.co/CgWNMiFOas #米国株 #Apple #AAPL"
"Sun Mar 16 07:58:12 +0000 2025","من معه سهم $adbe 
ارسلي الحين بالخاص 

#Aapl
#amzn
#msft
#googl 
#meta
#tsla
#nflx
#nvda
#jnj
-https://t.co/6SA01Bd6UB"
"Sun Mar 16 05:03:11 +0000 2025","#Canadians being detained in #US for being Canadian!🇨🇦 😲

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs"
"Sun Mar 16 02:37:27 +0000 2025","AirPods live translation? Game-changer for travelers! 🌍✈️ But will it work seamlessly? 🤔🎧 #AAPL  https://t.co/Yd8NlwANMX"
"Sun Mar 16 00:35:14 +0000 2025","#US.  A national train wreck, compliments of #Americans!🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs"
"Sun Mar 16 00:32:24 +0000 2025","Display of force to intimidate #Canada

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs"
"Sun Mar 16 00:30:18 +0000 2025","Donnie accepts #Putin controlling his decisions. 

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #Alberta #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs"
"Sun Mar 16 00:27:31 +0000 2025","Donnie said, ""#Canada, you're NEXT!""

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs"
"Sun Mar 16 00:25:40 +0000 2025","Don't #Canada! F-15s are subject to 25% #tariffs

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas"
"Sun Mar 16 00:22:41 +0000 2025","Now help #Ukraine like that, Donnie!

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Sun Mar 16 00:20:43 +0000 2025","Not in my #Canada, #Poilievre!

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs https://t.co/ecqJ7Xb9rh"
"Sun Mar 16 00:19:21 +0000 2025","Donnie does opposite for his boy toy, #Putin!

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs https://t.co/9uiiXNPRUE"
"Sun Mar 16 00:18:28 +0000 2025","The true #PierrePoilievre in #Canada 

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs https://t.co/OY2QCCddIQ"
"Sun Mar 16 00:15:28 +0000 2025","#Canada's #Poilievre is extremely desperate!🤣🤣

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #tariffs https://t.co/zeogP5LRc2"
"Sun Mar 16 00:05:15 +0000 2025","If this works, #US will use the same attack strategy on #Canada.

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #tariffs"
"Sat Mar 15 22:55:08 +0000 2025","بنراقبه الفجر بكرة عند الافتتتاح
.
Put #SPX استرايك 5400 ينتهي 18 مارس
 
.
#TSLA #SPX500 #SPX #QQQ #SPY #الأوبشن #الأسهم #السوق_السعودي #الأمريكي #AAPL #AMD #MSFT #NVDA #GOOG #AVGO #META #سباكس #NDX #MSTR #US100 #US500
.
لمتابعة الصفقات على التيلجرام
على الرابط التالي:
https://t.co/zfM54ZtJQp"
"Sat Mar 15 22:00:07 +0000 2025","Mixed news on Apple's performance and AI suggests stable outlook. #AAPL"
"Sat Mar 15 20:07:26 +0000 2025","من معه سهم $XLO ارسلي الحين بالخاص 

#Aapl
#amzn
#msft
#googl 
#meta
#tsla
#nflx
#nvda
#jnj
-https://t.co/6SA01Bd6UB"
"Sat Mar 15 20:01:56 +0000 2025","من معه سهم $IONQ  ارسلي الحين بالخاص 

#Aapl
#amzn
#msft
#googl 
#meta
#tsla
#nflx
#nvda
#jnj
-https://t.co/6SA01BdEK9"
"Sat Mar 15 20:00:50 +0000 2025","من معه سهم $Mu ارسلي الحين بالخاص 

#Aapl
#amzn
#msft
#googl 
#meta
#tsla
#nflx
#nvda
#jnj
-https://t.co/6SA01Bd6UB"
"Sat Mar 15 20:00:18 +0000 2025","من معه سهم. $RKLB  ارسلي الحين بالخاص 

#Aapl
#amzn
#msft
#googl 
#meta
#tsla
#nflx
#nvda
#jnj
-https://t.co/6SA01Bd6UB"
"Sat Mar 15 19:42:47 +0000 2025","من معه هذي الأسهم 

#Aapl
#amzn
#msft
#googl 
#meta
#tsla
#nflx
#nvda
#jnj
-https://t.co/6SA01Bd6UB"
"Sat Mar 15 19:22:54 +0000 2025","AAPL Members: Don't miss the cutting-edge strategies and insights in the latest issue of FAST Practice! #HealthcareLeaders #FASTPractice #AAPL

https://t.co/mDw9Swi14D"
"Sat Mar 15 18:45:33 +0000 2025","$AAPL clear and simple. 207-198 lvn pivot needs to hold  to continue this uptrend.
#AAPL #apple https://t.co/AHN9WAaG2p"
"Sat Mar 15 18:09:03 +0000 2025","🚨 $AAPL 🚨 

Why is Apple trending today? 🤔 

#AAPL #stocks #stockmarket https://t.co/nUKudeMW10"
"Sat Mar 15 17:54:49 +0000 2025","High Frequency Trading: Has The Market Really Changed?
https://t.co/rFQKXI1QeM #elliottwave #trading #AAPL #META #Nasdaq #NASDAQ100 #SPX"
"Sat Mar 15 17:21:53 +0000 2025","#nvda  bigger picture.  The weekly chart. Parabolic move  is over. 

Next Weekly  fib targets :  98 / 84 . Weekly charts take time but should get there

 #aapl #amzn #mag7 #goog #smh #nflx #meta #tsla https://t.co/Uaojj01Ifg"
"Sat Mar 15 17:18:43 +0000 2025","#nvda is well below 200 MA.  Stocks that move parabolic , tend to give away 80% of the gains in reversal ( Dan Zanger) . 

Lot of pain ahead. But the best short entry is at 125+, near 200 MA

Check out the charts

#aapl #amzn #mag7 #goog #smh #nflx #meta #tsla https://t.co/EG2AplC9CU"
"Sat Mar 15 16:57:25 +0000 2025","#Conservatives are not good for #Canada either. 

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs"
"Sat Mar 15 16:55:03 +0000 2025","Lower #oil prices mean layoffs in the #oilandgas sector.

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #gas #Canada #tariffs"
"Sat Mar 15 16:52:31 +0000 2025","#Oil shutdown results in higher #US unemployment. 

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #gas #Canada #tariffs"
"Sat Mar 15 16:50:38 +0000 2025","Bombs the #US plan to drop on #Canada soon.

#TrumpEffect #Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs"
"Sat Mar 15 16:48:41 +0000 2025","A bully never likes it when you fight back. That's why they LOVE cowards!

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs"
"Sat Mar 15 16:36:08 +0000 2025","APPL Z-SCORE
#AAPL https://t.co/0M9gJiYK8x"
"Sat Mar 15 16:34:16 +0000 2025","@TrendSpider $AAPL just had its worst week in 2.5 years—big money is repositioning. If the slide continues, low $190s could be a key demand zone. Options traders? Watch IV shifts, put flow, and whether market makers start hedging for a bounce. Timing matters. #OptionsTrading #AAPL"
"Sat Mar 15 16:34:12 +0000 2025","किया रेप केस
◆ आरोप है कि BJP नेता ने डरा धमकाकर कई बार संबंध बनाए
◆ FIR की खबर सुन थाने से भाग गया भाजपा नेता
#aespa #Crypto #BJP #होली #digitalart #GalaxyS25 #helena #KYUHYUN #LetsDance #MARK #OhmLeng #Trump #Rusia #AAPL https://t.co/dU58iCSNHQ"
"Sat Mar 15 16:23:42 +0000 2025","Remember this was on Thursday! Friday was all green because of dead cat bounce. Market is still in downtrend. #aapl #nvda #tsla https://t.co/woNPFQHJkY"
"Sat Mar 15 16:15:00 +0000 2025","$AAPL #AAPL 
Weekly: 
- Breakdown of Pennant
- Breakdown of April 24 Swing L AVWAP with Offset
- Finding possible support on the 0.5 Fib Level
Daily:
- Breakdown of the $220 Support Level &amp; 0.618 Fib Level
- Small Bounce on the 0.786 Fib Level https://t.co/PH5GrVpg3F"
"Sat Mar 15 16:11:02 +0000 2025","No truer words have ever been said!

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Sat Mar 15 14:00:00 +0000 2025","Apple now faces a problem far bigger than tariffs or weak iPhone sales  #AAPL #earnings #product #paylimitwall #StockMarketNews https://t.co/Q0e1i8s2Hl"
"Sat Mar 15 13:48:46 +0000 2025","Crypto Daily : 

#BTCUSD  Bitcoin now at $84,468.08

#ETHUSDT  Ethereum now at $1,932.10

#TSLA Tesla at $249.98

#AMZN Amazon at $197.95 

#AAPL  Apple now at $213.49"
"Sat Mar 15 12:30:43 +0000 2025","من معه سهم $satx
  ارسلي الحين بالخاص
   #Aapl 
#amzn 
#msft 
#googl 
#meta 
#tsla 
تواصل معي عبر الخاص
https://t.co/EAz294wo5p"
"Sat Mar 15 12:30:00 +0000 2025","今週のFANG+銘柄騰落率
＃NVDA ＋7.38％、＃CRWD ＋5.72％ で大活躍。
逆に ＃AAPL −11.98％で大ブレーキ。
年初来で見るとマイナスが目立ってプラスは小粒しかない。来月に向けてこのあたり上昇して一気に雰囲気変えてほしい

＃新NISA ＃ファング https://t.co/Cy4wobDx4E"
"Sat Mar 15 12:27:50 +0000 2025","عطونا اسهمكم نحللها على الاسبوعي ونكتب لو حولها اخبار او تعليق 🎙️📷#Aapl 
#amzn 
#msft 
#googl 
#meta 
#tsla 
#nflx 
#nvda 
#jnj
تواصل معي عبر الخاص 
https://t.co/EAz294wo5p"
"Sat Mar 15 12:04:57 +0000 2025","من معه سهم
#satx  
#Aapl 
#amzn 
#msft 
#googl 
#meta 
#tsla 
#nflx
تواصل معي عبر الخاص 
https://t.co/myLZcttEFB"
"Sat Mar 15 11:37:23 +0000 2025","iPhone、値段設定間違えてるよね？
#Apple #aapl https://t.co/A9mgg91wWl"
"Sat Mar 15 07:37:28 +0000 2025","#Gas goes ⬇️ in #Canada, but ⬆️ in #US!🤣🤣

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #tariffs"
"Sat Mar 15 07:34:48 +0000 2025","#Oil hates Donnie's #Tariffs!🤣

#TrumpEffect #Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #gas #Canada"
"Sat Mar 15 06:59:59 +0000 2025","#苹果 #AAPL 不争的事实！苹果、戴尔、惠普大规模将PC产业链从中国转出：迁移至东南亚 https://t.co/4Vo1XLnTvh https://t.co/kWXi21rTrC"
"Sat Mar 15 06:57:42 +0000 2025","#AAPL looking #bearish. Re-testing major trend line. https://t.co/zie5ZWAXTM"
"Sat Mar 15 06:22:43 +0000 2025","I thought Donnie said markets wouldn't fall!🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Sat Mar 15 06:11:39 +0000 2025","#QQQ 1W 50EMA.

#SPY #DIA #NQ #BTC #SMH #HSI #VIX #S5FD #S5TW #S5FI #DITH #DIFI #NDFI #NDTH #DXY #US10Y #RUT #QQQ #AAPL https://t.co/AvsxaTJJ3M"
"Sat Mar 15 06:09:51 +0000 2025","#SPY 1W very beautiful spread. Just super. )))

#SPY #DIA #NQ #BTC #SMH #HSI #VIX #S5FD #S5TW #S5FI #DITH #DIFI #NDFI #NDTH #DXY #US10Y #RUT #QQQ #AAPL https://t.co/WgWKOFLJwv"
"Sat Mar 15 05:08:39 +0000 2025","【今週のFANG＋(＆TSLA)】

今週の騰落率トップ3
🥇NVDA様(7.9%)
🥈CRWD(6.0%)
🥉NFLX(3.0%)
ワースト：AAPL(-10.7%)
番外：TSLA(-4.8%)

年初来騰落率トップ３
🥇META(3.7%)
🥈CRWD(3.3%)
🥉NFLX(2.9%)
ワースト：NOW(-20.3%)
番外：TSLA(-38.1%)

#FANG #NVDA #META #AMZN #GOOGL #MSFT #AAPL https://t.co/iKmL0RRTpc"
"Sat Mar 15 01:09:10 +0000 2025","一早來的驚喜！Thank you Apple! #Apple #AAPL #ios https://t.co/qD1Mzlz0ba"
"Sat Mar 15 00:05:53 +0000 2025","今週は少しのマイナス
VTIが275で買えた
為替側のポイント、ドル円144も少し遠くなった。指値側で近いのはAAPLの200
#VTI #ドル円　#為替　#投資　#投資信託 #投資初心者 #投資家さんとつながりたい　#AAPL #指値 https://t.co/t0fsBIbW9m"
"Fri Mar 14 22:57:57 +0000 2025","The S&amp;P 500 just added $1.3 TRILLION in market cap, marking its best day of 2025! With no tariff announcements from Trump, markets are thriving and green across the board. A monumental day for investors! #SP500 #MarketRally #BullishMomentum  $avec $devve #nvda #aapl #msft  #googl https://t.co/3fTejqJkn7"
"Fri Mar 14 22:03:25 +0000 2025","Check out my #AAPL analysis on @TradingView: /chart/AAPL/sKVg76Li-AAPL-Apples-Are-On-Sale-Buying-More/"
"Fri Mar 14 22:00:53 +0000 2025","Now you #Trump Maggots in #Canada can shut your whining mouths!😶

#ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #tariffs"
"Fri Mar 14 22:00:31 +0000 2025","#米国株 #AAPL
             companyName：Apple Inc.
            株価：213.49$
            値動き($)：3.81$
            値動き(%)：1.817%"
"Fri Mar 14 21:44:43 +0000 2025","Check out my #AAPL analysis on @TradingView: /chart/AAPL/Ln037dhI-AAPL-Apples-Are-On-Sale-Buying-More/"
"Fri Mar 14 21:31:16 +0000 2025","Apple mantiene su apuesta por los videojuegos y lanzará 6 títulos en abril https://t.co/Yo1TForidM via @Bolsamania 
#APPLE #AAPL $APPL #NASDAQ100 🇺🇸 
 #tecnologia #computing 💻📱🍎
#videojuegos 
Leer + sobre Apple en https://t.co/K1iz52rUUB"
"Fri Mar 14 20:54:30 +0000 2025","There you have it, #Trump Maggots in #Canada! 🤣🤣🤣

#ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs"
"Fri Mar 14 20:45:23 +0000 2025","#aapl https://t.co/zVTNVWbC0g"
"Fri Mar 14 20:45:16 +0000 2025","$AAPL needs a serious competitor to start innovating again. Otherwise consumers will need to keep on getting whatever AAPL wants to sell. Its not marketing anymore , its selling only. #AAPL"
"Fri Mar 14 19:04:15 +0000 2025","من معه سهم $satx 
ارسلي الحين بالخاص 

#Aapl
#amzn
#msft
#googl 
#meta
#tsla
#nflx
#nvda
#jnj
-https://t.co/6SA01Bd6UB"
"Fri Mar 14 19:02:48 +0000 2025","Meanwhile, #Canada has #LNG projects that will be completed by then!🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs"
"Fri Mar 14 18:49:04 +0000 2025","من معه سهم $GRAB
ارسلي الحين بالخاص 

#Aapl
#amzn
#msft
#googl 
#meta
#tsla
#nflx
#nvda
#jnj
-https://t.co/6SA01Bd6UB"
"Fri Mar 14 18:31:23 +0000 2025","@ripster47 Meanwhile, $aapl +0.75% while markets up +1.7-2.0% definitely showing some relative weakness lately.

Watching to see if it catches up or continues lagging. 👀📉📈 #AAPL #TechStocks"
"Fri Mar 14 17:21:08 +0000 2025","Great work Donnie and his #Maggots!👏

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs https://t.co/gFZ2GoH7Hk"
"Fri Mar 14 17:12:54 +0000 2025","Great work, Don Don!🤣🤣🤣

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs https://t.co/BSjFnxZQEX"
