createdAt,text,Text_Cleaned
2025-03-17 12:55:41+00:00,"Futures pointing to mixed open.

""Wall Street is coming off another brutal week for equities. The Nasdaq Composite sank deeper into correction territory last week, while the small-cap Russell 2000 neared a bear market, or 20% off from its high."" - CNBC
$SPY $QQQ $BTC $TSLA #AAPL https://t.co/LGlLigRuHt",Futures pointing to mixed open Wall Street is coming off another brutal week for equities The Nasdaq Composite sank deeper into correction territory last week while the smallcap Russell neared a bear market or off from its high CNBC SPY QQQ BTC TSLA AAPL tcoLGlLigRuHt
2025-03-17 12:30:38+00:00,Pre-Market Live: The SPY JUST BOTTOMED?! #SPY #NVDA #BABA #PLTR #TSLA #AAPL https://t.co/vcCPYnolCD via @YouTube https://t.co/4FJmsLVMb3,PreMarket Live The SPY JUST BOTTOMED SPY NVDA BABA PLTR TSLA AAPL tcovcCPYnolCD via YouTube tcoFJmsLVMb
2025-03-17 11:20:16+00:00,"NASDAQ 100 geçen haftanın kazandıranları ve kaybettirenleri👇🏻

🟢 #INTC #MU #APP #NVDA #FANG #CRWD #AXON #MSTR #XEL #VRTX

🔴 #TTD #ADBE #AAPL #MCHP #PCAR #LULU #ODFL #DXCM #ROST #ABNB

#BurganYatırım #BurganTrade #YatırımdaDoğruAdım #NASDAQ100 https://t.co/4ozzt6zxz0",NASDAQ geen haftann kazandranlar ve kaybettirenleri INTC MU APP NVDA FANG CRWD AXON MSTR XEL VRTX TTD ADBE AAPL MCHP PCAR LULU ODFL DXCM ROST ABNB BurganYatrm BurganTrade YatrmdaDoruAdm NASDAQ tcoozztzxz
2025-03-17 11:20:00+00:00,"#AAPL: 213.49 is BELOW the 50-day SMA (234.7961)
#MSFT: 388.56 is BELOW the 50-day SMA (411.9015)
#GOOGL: 165.49 is BELOW the 50-day SMA (185.4071)
#AMZN: 197.95 is BELOW the 50-day SMA (221.3966)
#NVDA: 121.67 is BELOW the 50-day SMA (129.2858)
#TSLA: 249.98 is BELOW the 50-day SMA (351.6212)
#META: 607.6 is BELOW the 50-day SMA (654.0524)
#BRK.B: 514.6 is ABOVE the 50-day SMA (476.3832)
#LLY: 813.48 is BELOW the 50-day SMA (829.5262)
#JPM: 232.44 is BELOW the 50-day SMA (257.1469)
#V: 331.8 is BELOW the 50-day SMA (336.877)
#UNH: 488.65 is BELOW the 50-day SMA (508.7903)",AAPL is BELOW the day SMA MSFT is BELOW the day SMA GOOGL is BELOW the day SMA AMZN is BELOW the day SMA NVDA is BELOW the day SMA TSLA is BELOW the day SMA META is BELOW the day SMA BRKB is ABOVE the day SMA LLY is BELOW the day SMA JPM is BELOW the day SMA V is BELOW the day SMA UNH is BELOW the day SMA
2025-03-17 10:52:00+00:00,"Donnie is losing Tariff War!🤣

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",Donnie is losing Tariff War Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-17 10:47:51+00:00,"No sign of Drill, Baby, Drill, Donnie!🤣🤣🤣🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs",No sign of Drill Baby Drill Donnie Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oil gas Canada tariffs
2025-03-17 10:15:22+00:00,Apple ($AAPL) Is still showing lower low sequences from the peak. Another low can be seen toward 207.99-198.05 area to complete the cycle. 👉Join us for a 14-day trial to learn more: https://t.co/ctbaALK3YB #Trading #ElliottWave #Apple #AAPL,Apple AAPL Is still showing lower low sequences from the peak Another low can be seen toward area to complete the cycle Join us for a day trial to learn more tcoctbaALKYB Trading ElliottWave Apple AAPL
2025-03-17 09:58:00+00:00,"🔥 AAPL on the edge! 🔥
$AAPL showing a moderately strong downtrend with a brutal -82% annualized trend return 📉. Will the bounce hold, or is this just a dead cat? 🐱💀

#Stocks #Apple #AAPL #TradingView #NASDAQ #Crypto #CryptoNews #StockMarket https://t.co/6mWmd9ju0u",AAPL on the edge AAPL showing a moderately strong downtrend with a brutal annualized trend return Will the bounce hold or is this just a dead cat Stocks Apple AAPL TradingView NASDAQ Crypto CryptoNews StockMarket tcomWmdjuu
2025-03-17 08:57:30+00:00,"AAPL, U2, Apple Inc. is set for a rebound as analysts predict a positive outlook driven by strong service sales and new product launches. Despite challenges, brand loyalty and tech sector recovery may attract investor interest. #AAPL #TechStocks",AAPL U Apple Inc is set for a rebound as analysts predict a positive outlook driven by strong service sales and new product launches Despite challenges brand loyalty and tech sector recovery may attract investor interest AAPL TechStocks
2025-03-17 07:12:36+00:00,"SPOILER: Donnie doesn't care about the #US!🤣🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",SPOILER Donnie doesnt care about the US Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-17 06:55:07+00:00,"尽管市场对经济衰退、关税问题和政策不确定性的担忧持续存在，美国银行仍将 $AAPL 视为该领域最具防御性的股票之一。

在过去两次经济衰退中，$AAPL 依然实现了盈利增长，展现出对经济放缓的强大适应力。这主要得益于其商业模式的优化——毛利率显著提升。
#AAPL https://t.co/NnPhTbFkol",AAPL AAPL AAPL tcoNnPhTbFkol
2025-03-17 06:04:35+00:00,"#God hates #US Maggot #Conservatives 

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",God hates US Maggot Conservatives Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-17 05:31:01+00:00,"That's because tech is an overvalued piece of 💩! Just like #crypto!

#TrumpEffect #Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #Canada #tariffs",Thats because tech is an overvalued piece of Just like crypto TrumpEffect Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP Canada tariffs
2025-03-17 05:29:34+00:00,"When US stocks plummeted by almost 4%, with NVDA down by 7% and Apple down by 4%, Bitcoin dropped by almost 15%. Why did this happen?

Read here: https://t.co/69C4P3N9il

#bitcoin #trump #stocks #nvda #aapl #apple #crypto #ripple #gold #stock #btc #nvidia https://t.co/6KfCTFn9A6",When US stocks plummeted by almost with NVDA down by and Apple down by Bitcoin dropped by almost Why did this happen Read here tcoCPNil bitcoin trump stocks nvda aapl apple crypto ripple gold stock btc nvidia tcoKfCTFnA
2025-03-17 05:01:26+00:00,"@RobertFife is a senile old relic from a forgetten past. Retire &amp; leave the reporting to the more capable. 

#DonaldTrump #Trump #ElonMusk #Tesla #Dogecoin $TSLA #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump #Canada #tariffs https://t.co/T3bcBvpTg4",RobertFife is a senile old relic from a forgetten past Retire amp leave the reporting to the more capable DonaldTrump Trump ElonMusk Tesla Dogecoin TSLA ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump Canada tariffs tcoTbcBvpTg
2025-03-17 04:43:11+00:00,"Nobody cares @RobertFife. The problems are Donnie and #Poilievre!

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #ongt #oil #gas #Canada #tariffs",Nobody cares RobertFife The problems are Donnie and Poilievre Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com ongt oil gas Canada tariffs
2025-03-17 04:12:51+00:00,"What about, #Ukraine?

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",What about Ukraine Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-17 03:55:57+00:00,"#Oil industry WILL ignore Donnie, just like #Canada 💯🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #gas #tariffs",Oil industry WILL ignore Donnie just like Canada Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas gas tariffs
2025-03-17 00:27:07+00:00,"Is it time to sell #AAPL?  Scott Galloway from @profgpod says yes. what you all think ?   

#AAPL stock shows just 3% growth, yet its P/E ratio sits at 34.

@carbonfinancex https://t.co/f3h4PcWrND",Is it time to sell AAPL Scott Galloway from profgpod says yes what you all think AAPL stock shows just growth yet its PE ratio sits at carbonfinancex tcofhPcWrND
2025-03-17 00:10:08+00:00,"Sell, Sell, Sell!!!!!

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs https://t.co/PtLhxIBC8X",Sell Sell Sell Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs tcoPtLhxIBCX
2025-03-16 23:18:56+00:00,"Donnie screws it up, yet again!🤣🤣🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",Donnie screws it up yet again Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-16 23:16:47+00:00,"Check out my #AAPL analysis on @TradingView: https://t.co/TDBtpXNOag 
looks like a load zone for me.",Check out my AAPL analysis on TradingView tcoTDBtpXNOag looks like a load zone for me
2025-03-16 23:14:20+00:00,$AAPL #AAPL Monthly support zone something to watch going forward https://t.co/ZgqQyUraaL,AAPL AAPL Monthly support zone something to watch going forward tcoZgqQyUraaL
2025-03-16 23:13:42+00:00,"Donnie screwed up yet again!🤦🏽‍♂️🤣🤣🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",Donnie screwed up yet again Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-16 21:39:38+00:00,"#Bitcoin $BTC futures (CME) Daily Equilibrium Levels

For period starting Sunday March 16 at 6PM EST Globex Open thru Monday March 17  RTH Session

BTC Futures Equilibrium High  84435
BTC Futures Equilibrium Low   83585

$NQ_F $ES_F #SP500 $SPX $SPY #SP500 #ES_F #SPX #SPY #AAPL $AAPL $TSLA #TSLA $META #META $AMZN #AMZN #BTCUSD #Crypto #Cryptonews #daytrader #daytrading #trading #tradingtips #daytrade #trader #financialfreedom #stocks #stockmarket #investing #futures #futurestrading $SPY $QQQ $AAPL $TSLA $META $AMZN $DIA $NFLX $PLTR $NVDA $MSFT $GOOG $AMD",Bitcoin BTC futures CME Daily Equilibrium Levels For period starting Sunday March at PM EST Globex Open thru Monday March RTH Session BTC Futures Equilibrium High BTC Futures Equilibrium Low NQF ESF SP SPX SPY SP ESF SPX SPY AAPL AAPL TSLA TSLA META META AMZN AMZN BTCUSD Crypto Cryptonews daytrader daytrading trading tradingtips daytrade trader financialfreedom stocks stockmarket investing futures futurestrading SPY QQQ AAPL TSLA META AMZN DIA NFLX PLTR NVDA MSFT GOOG AMD
2025-03-16 21:24:51+00:00,"Elliott Wave Insights: Navigating SPX, NDX, AAPL, TSLA, &amp; More

#amzn #googl #aapl #meta #nflx #tsla #msft  #nvda #bitcoin #nasdaq #sp500 #ndx #Elliottwave
https://t.co/VvFdE7vWBs",Elliott Wave Insights Navigating SPX NDX AAPL TSLA amp More amzn googl aapl meta nflx tsla msft nvda bitcoin nasdaq sp ndx Elliottwave tcoVvFdEvWBs
2025-03-16 20:51:31+00:00,"#Americans will pay MORE now!🤣🤣🤣

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs",Americans will pay MORE now Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oil gas Canada tariffs
2025-03-16 19:36:46+00:00,"Modelagens focadas em longo prazo, evitam investir capital excessivos em coisas q medíocres, o exemplo que mostrei acima, alocou mais de 1 milhão de dólares na #AAPL ao longo do tempo, mas essa mesma configuração alocou apenas 10 mil em $NEM (uma empresa de baixíssimo retorno) https://t.co/YRW5qPxNXH",Modelagens focadas em longo prazo evitam investir capital excessivos em coisas q medocres o exemplo que mostrei acima alocou mais de milho de dlares na AAPL ao longo do tempo mas essa mesma configurao alocou apenas million em NEM uma empresa de baixssimo retorno tcoYRWqPxNXH
2025-03-16 19:00:01+00:00,"🔸 سهم #AAPL

تم اختراق مستوي مقاومه 210 لاعلي و الثبات اعلي المستوي بأيجابيه و الان السهم بدأ في مرحله تصحيح و تجميع سيوله يستهدف منها مستويات 258 - 271 دولار

#رمضان_كريم #السوق_الامريكي #الاسهم_السعودية #الأسهم_الأمريكية #العملات_الرقمية #XAUUSD #CryptoTrading #tradecrypto #Bitcoin #سهم_الباحه #USDJPY #Trump #الذهب #الفضة #النفط #السعودية #داو_جونز #رمضان #سهم_أرامكو",AAPL XAUUSD CryptoTrading tradecrypto Bitcoin USDJPY Trump
2025-03-16 18:06:03+00:00,"Another Donnie FAIL!

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs",Another Donnie FAIL Trump ElonMusk Tesla SpaceX Dogecoin TSLA DonaldTrump Alberta ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oilandgas oil gas Canada tariffs
2025-03-16 17:53:34+00:00,"@FameEXGlobal @Arenaweb3 @LiskHQ $AVS! #moonmission #cryptolife

#Metamask #SPX #Layer2 #ETHDenver2023 #Shiba $DXY #Polygon #AAPL",FameEXGlobal Arenaweb LiskHQ AVS moonmission cryptolife Metamask SPX Layer ETHDenver Shiba DXY Polygon AAPL
2025-03-16 17:22:47+00:00,"$AAPL is one of my first big time investment and I am sad to see how their financials are not looking great lately, but, I am still not selling. From my point of view they have a great moat and people are more than satisfied with their products.
#apple #aapl #valueinvesting",AAPL is one of my first big time investment and I am sad to see how their financials are not looking great lately but I am still not selling From my point of view they have a great moat and people are more than satisfied with their products apple aapl valueinvesting
2025-03-16 16:41:10+00:00,"🐻على اليومي $AAPL #AAPL 
🎯تعثر واضح و كسر لمناطق قويه.. 
🩸 تفيد باستمرار #التراجع للبحث عن مناطق #الدعوم

#السوق_الامريكي 
https://t.co/hhRYA9wJYE https://t.co/fnCoHG2CU0",AAPL AAPL tcohhRYAwJYE tcofnCoHGCU
2025-03-16 15:29:33+00:00,"#SP500 $ES emini futures Daily Equilibrium Levels

For period starting Sunday March 16 at 6PM EST Globex Open thru Monday March 17 RTH session close at 4PM

ES Equilibrium High  5616.75
ES Equilibrium Low   5605.50

$NQ_F $ES_F #SP500 $SPX $SPY #SP500 #ES_F #SPX #SPY #AAPL $AAPL $TSLA #TSLA $META #META $AMZN #AMZN #daytrader #daytrading #trading #tradingtips #daytrade #trader #financialfreedom #stocks #stockmarket #investing #futures #futurestrading $SPY $QQQ $AAPL $TSLA $META $AMZN $DIA $NFLX $PLTR $NVDA $MSFT $GOOG $AMD",SP ES emini futures Daily Equilibrium Levels For period starting Sunday March at PM EST Globex Open thru Monday March RTH session close at PM ES Equilibrium High ES Equilibrium Low NQF ESF SP SPX SPY SP ESF SPX SPY AAPL AAPL TSLA TSLA META META AMZN AMZN daytrader daytrading trading tradingtips daytrade trader financialfreedom stocks stockmarket investing futures futurestrading SPY QQQ AAPL TSLA META AMZN DIA NFLX PLTR NVDA MSFT GOOG AMD
2025-03-16 15:14:28+00:00,"#Nasdaq $NQ emini futures Daily Equilibrium Levels

For period starting Sunday March 16 at 6PM EST Globex Open thru Monday March 17 RTH session close at 4PM

NQ Equilibrium High  19628.25
NQ Equilibrium Low   19569.00

$NQ_F $ES_F #SP500 $SPX $SPY #SP500 #ES_F #SPX #SPY #AAPL $AAPL $TSLA #TSLA $META #META $AMZN #AMZN #daytrader #daytrading #trading #tradingtips #daytrade #trader #financialfreedom #stocks #stockmarket #investing #futures #futurestrading $SPY $QQQ $AAPL $TSLA $META $AMZN $DIA $NFLX $PLTR $NVDA $MSFT $GOOG $AMD",Nasdaq NQ emini futures Daily Equilibrium Levels For period starting Sunday March at PM EST Globex Open thru Monday March RTH session close at PM NQ Equilibrium High NQ Equilibrium Low NQF ESF SP SPX SPY SP ESF SPX SPY AAPL AAPL TSLA TSLA META META AMZN AMZN daytrader daytrading trading tradingtips daytrade trader financialfreedom stocks stockmarket investing futures futurestrading SPY QQQ AAPL TSLA META AMZN DIA NFLX PLTR NVDA MSFT GOOG AMD
2025-03-16 14:54:30+00:00,"Long term indications for each of the stocks in the Dow 30 as of 3-16-2025 are:                                                

New trades:  Sell #AAPL, #Sell #CSCO, Sell #IBM, Sell #V.    

11 Long, 19 Short                                          

1. #AMZN: Short                        
2. #AXP: Short    
3. #AMGN: Long                       
4. #AAPL: Long: Sell #AAPL (Loss of -$32.06)                       
5. #BA: Short                      
6. #CAT: Short                       
7. #CSCO: Long: Sell #CSCO (Loss of -10 cents)                       
8. #CVX: Long                        
9. #GS: Short                     
10. #HD: Short                     
11. #HON: Short                       
12. #IBM: Long: Sell #IBM (Loss of -$7.35)                       
13. #NVDA: Short                        
14. #JNJ: Long                       
15. #KO : Long                        
16. #JPM: Short                        
17. #MCD : Long                        
18. #MMM: Long                        
19: #MRK : Short                       
20. #MSFT: Short                        
21. #NKE: Long                       
22. #PG : Long                     
23. #TRV: Long                       
24. #UNH: Short                       
25. #CRM: Short                        
26. #VZ: Long                    
27. #V : Long: Sell #V (Gain of +$1.60)         
28. #WMT: Short                       
29. #DIS : Short          
30. #Dow: Long1182",Long term indications for each of the stocks in the Dow as of are New trades Sell AAPL Sell CSCO Sell IBM Sell V Long Short AMZN Short AXP Short AMGN Long AAPL Long Sell AAPL Loss of BA Short CAT Short CSCO Long Sell CSCO Loss of cents CVX Long GS Short HD Short HON Short IBM Long Sell IBM Loss of NVDA Short JNJ Long KO Long JPM Short MCD Long MMM Long MRK Short MSFT Short NKE Long PG Long TRV Long UNH Short CRM Short VZ Long V Long Sell V Gain of WMT Short DIS Short Dow Long
2025-03-16 14:00:08+00:00,AAPL faces headwinds despite new iPhone; expect price decrease. #AAPL #techstocks,AAPL faces headwinds despite new iPhone expect price decrease AAPL techstocks
2025-03-16 13:05:47+00:00,"A Apple está desenvolvendo um recurso inovador: tradução de conversas ao vivo para AirPods. Isso pode revolucionar a forma de comunicação global, eliminando as barreiras linguísticas. A tecnologia da maior empresa do mundo é impressionante! #Apple #AAPL #AAPL34",A Apple est desenvolvendo um recurso inovador traduo de conversas ao vivo para AirPods Isso pode revolucionar a forma de comunicao global eliminando as barreiras lingusticas A tecnologia da maior empresa do mundo impressionante Apple AAPL AAPL
2025-03-16 13:03:37+00:00,"#COST 87.65% #FTNT 69.59% #AAPL 69.14% #NVO 37.23% #WMT 36.01% #METR 33.62% #MA 32.88% #UBER 31.36% #DELL 30.56% 
Una idea más",COST FTNT AAPL NVO WMT METR MA UBER DELL Una idea ms
2025-03-16 12:25:26+00:00,"Crypto Daily : 

#BTCUSD  Bitcoin drop to $82,512.64

#ETHUSDT  Ethereum now at $1,876.40

#TSLA Tesla at $249.98

#AMZN Amazon also at $197.95

#AAPL  Apple  at $213.49",Crypto Daily BTCUSD Bitcoin drop to ETHUSDT Ethereum now at TSLA Tesla at AMZN Amazon also at AAPL Apple at
2025-03-16 12:02:12+00:00,"$AAPL testing a key demand zone around 206-208. Holding this level could trigger a bounce, but if it fails, next downside target is 196. Watching for confirmation. 📉📊 #AAPL #StockMarket #Trading https://t.co/0oCilYYu3K",AAPL testing a key demand zone around Holding this level could trigger a bounce but if it fails next downside target is Watching for confirmation AAPL StockMarket Trading tcooCilYYuK
2025-03-16 11:36:32+00:00,"THE MAGNIFICENT SEVEN + PINS: (March 14, 2025): Downtrend if  MACD 30,57,27, TRIX,  MA8-21 are red. Uptrend when they change to dark blue. #SPX #SP500 #SPX500 #NYSE #NASDAQ100 #NASDAQ #Stocks #QQQ #dowjones #arkk #META  #TSLA #MSFT #AAPL #AMZN #NVDA #GOOGL #PINS #BRK #X #uber https://t.co/RSIDOtubVK",THE MAGNIFICENT SEVEN PINS March Downtrend if MACD TRIX MA are red Uptrend when they change to dark blue SPX SP SPX NYSE NASDAQ NASDAQ Stocks QQQ dowjones arkk META TSLA MSFT AAPL AMZN NVDA GOOGL PINS BRK X uber tcoRSIDOtubVK
2025-03-16 11:31:57+00:00,@CCM_Brett Didn’t see that coming.  Sell Apple and buy pizza.  #aapl,CCMBrett Didnt see that coming Sell Apple and buy pizza aapl
2025-03-16 08:12:20+00:00,"Worthless jets when Donnie disables their functions when he invades #Canada!

#oott #com #NaturalGas #ongt #oil #gas #DonaldTrump #Trump #ElonMusk #Tesla #Dogecoin $TSLA #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump #tariffs",Worthless jets when Donnie disables their functions when he invades Canada oott com NaturalGas ongt oil gas DonaldTrump Trump ElonMusk Tesla Dogecoin TSLA ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump tariffs
2025-03-16 08:02:40+00:00,Wedbush：「AppleのAI戦略と製品成長はこれから本格化」—売りのタイミングではない｜Market Pro Analysis @marketpro777 #note https://t.co/CgWNMiFOas #米国株 #Apple #AAPL,WedbushAppleAIMarket Pro Analysis marketpro note tcoCgWNMiFOas Apple AAPL
2025-03-16 07:58:12+00:00,"من معه سهم $adbe 
ارسلي الحين بالخاص 

#Aapl
#amzn
#msft
#googl 
#meta
#tsla
#nflx
#nvda
#jnj
-https://t.co/6SA01Bd6UB",adbe Aapl amzn msft googl meta tsla nflx nvda jnj tcoSABdUB
2025-03-16 05:03:11+00:00,"#Canadians being detained in #US for being Canadian!🇨🇦 😲

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs",Canadians being detained in US for being Canadian Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oil gas Canada tariffs
2025-03-16 02:37:27+00:00,AirPods live translation? Game-changer for travelers! 🌍✈️ But will it work seamlessly? 🤔🎧 #AAPL  https://t.co/Yd8NlwANMX,AirPods live translation Gamechanger for travelers But will it work seamlessly AAPL tcoYdNlwANMX
2025-03-16 00:35:14+00:00,"#US.  A national train wreck, compliments of #Americans!🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs",US A national train wreck compliments of Americans Trump ElonMusk Tesla Dogecoin TSLA DonaldTrump ableg abpoli cdnpoli cdnecon NVDA GOOG AAPL META MSFT AMZN DOGEGOV BTC ETH SOL Trump DOGE XRP oott com NaturalGas ongt oil gas Canada tariffs
